measure,location,sex,age,cause,metric,year,val,upper,lower
Deaths,Lebanon,Both,All ages,All causes,Rate,2019,654.0004635534873,716.856634781837,593.144786631091
Deaths,Viet Nam,Both,All ages,All causes,Rate,2019,655.5965273852651,740.9538080637359,558.3514663822809
Deaths,Republic of Korea,Both,All ages,All causes,Rate,2019,596.7059587580318,618.1497072452814,576.3498975982031
Deaths,Iceland,Both,All ages,All causes,Rate,2019,612.7674235966243,663.0545198966611,570.5939554525179
Deaths,China,Both,All ages,All causes,Rate,2019,749.0030490351104,848.5785048194214,654.6191631516615
Deaths,Haiti,Both,All ages,All causes,Rate,2019,803.9592297835072,979.5395774956179,660.8700571401296
Deaths,Singapore,Both,All ages,All causes,Rate,2019,409.7439960375761,419.8542511988726,400.3592196496525
Deaths,Cook Islands,Both,All ages,All causes,Rate,2019,919.6273510703426,1071.9950078125626,802.977654612955
Deaths,Honduras,Both,All ages,All causes,Rate,2019,535.6348700795318,635.6892542291074,470.53790840685724
Deaths,Canada,Both,All ages,All causes,Rate,2019,789.1405015714304,798.9383718953477,779.8625764299964
Deaths,Kazakhstan,Both,All ages,All causes,Rate,2019,758.3014387247916,844.1891159048888,679.0451168014141
Deaths,Tuvalu,Both,All ages,All causes,Rate,2019,909.7860175497128,1154.430921701368,729.5522375579317
Deaths,Israel,Both,All ages,All causes,Rate,2019,514.7956515272793,527.9627650125447,502.63428472164276
Deaths,Greenland,Both,All ages,All causes,Rate,2019,855.086251841968,1004.537961727375,712.1083184879959
Deaths,Mauritania,Both,All ages,All causes,Rate,2019,522.6629889189264,642.588416234811,438.9609992623146
Deaths,Serbia,Both,All ages,All causes,Rate,2019,1344.8272051873976,1607.127201680226,1121.6292755641794
Deaths,Nepal,Both,All ages,All causes,Rate,2019,635.6147314234528,710.7585673225842,543.7914186104374
Deaths,Fiji,Both,All ages,All causes,Rate,2019,814.1649074535599,1003.9533072475652,655.5922146886295
Deaths,South Africa,Both,All ages,All causes,Rate,2019,938.6888654147501,998.3490972778602,889.9034079686874
Deaths,Eswatini,Both,All ages,All causes,Rate,2019,1012.7313848241132,1234.1827097240994,827.7905989507079
Deaths,Taiwan (Province of China),Both,All ages,All causes,Rate,2019,784.7724481106977,980.4127643116807,637.5214926515755
Deaths,Morocco,Both,All ages,All causes,Rate,2019,634.5216829153997,726.6861193785454,522.4631472435552
Deaths,Panama,Both,All ages,All causes,Rate,2019,475.8516711398371,590.4307979012501,381.8608275843784
Deaths,Mongolia,Both,All ages,All causes,Rate,2019,733.8261380086279,919.4904981941586,590.1798040294444
Deaths,Slovakia,Both,All ages,All causes,Rate,2019,1003.2500662958963,1217.3841358163138,822.0978141763743
Deaths,Kenya,Both,All ages,All causes,Rate,2019,585.1105855613815,640.7396917874416,533.833113493466
Deaths,Venezuela (Bolivarian Republic of),Both,All ages,All causes,Rate,2019,665.9637685629598,844.2799326883382,522.9820477531501
Deaths,Uruguay,Both,All ages,All causes,Rate,2019,985.0387869659014,1012.0322801200118,960.4979273030093
Deaths,New Zealand,Both,All ages,All causes,Rate,2019,767.3637568221592,779.2242750727147,755.6390828712717
Deaths,Libya,Both,All ages,All causes,Rate,2019,470.0397235237992,567.9606746286921,392.75948968511926
Deaths,Saint Lucia,Both,All ages,All causes,Rate,2019,805.2013131386624,923.5232951240441,701.7642635624655
Deaths,Ethiopia,Both,All ages,All causes,Rate,2019,520.4858320846762,578.0919749808414,470.4073037909891
Deaths,Malawi,Both,All ages,All causes,Rate,2019,632.631319794861,732.355171802929,548.5741154788215
Deaths,Turkmenistan,Both,All ages,All causes,Rate,2019,661.4157708192687,804.2447445599954,548.7464885057321
Deaths,Romania,Both,All ages,All causes,Rate,2019,1366.1693784774593,1586.2269072897502,1167.9564405862102
Deaths,Saint Vincent and the Grenadines,Both,All ages,All causes,Rate,2019,906.7791874971764,1015.0323918785585,813.6143657356024
Deaths,Namibia,Both,All ages,All causes,Rate,2019,786.7642646307628,955.560151110167,652.8135607490582
Deaths,Australia,Both,All ages,All causes,Rate,2019,695.4234647640511,708.7536053855314,682.9880471373788
Deaths,Mali,Both,All ages,All causes,Rate,2019,919.0520396259051,1134.1684892338073,753.9821167636627
Deaths,Andorra,Both,All ages,All causes,Rate,2019,746.0623636706152,906.8283871081426,602.4566410147319
Deaths,Pakistan,Both,All ages,All causes,Rate,2019,669.4003841266757,756.5871207320795,592.9864155350716
Deaths,Democratic People's Republic of Korea,Both,All ages,All causes,Rate,2019,903.6656124000082,1044.4634358823528,790.6108392089466
Deaths,Brazil,Both,All ages,All causes,Rate,2019,651.2436486729629,668.4508624152255,634.8107498239598
Deaths,Ireland,Both,All ages,All causes,Rate,2019,658.901521811046,680.9034141398821,638.5384456166063
Deaths,Central African Republic,Both,All ages,All causes,Rate,2019,1278.4256621402953,1591.7674067565483,1035.9357109614734
Deaths,Tokelau,Both,All ages,All causes,Rate,2019,787.344295249302,966.5355924218919,651.3938322972218
Deaths,Bahamas,Both,All ages,All causes,Rate,2019,724.6222614907833,865.8324334787264,615.5113123989709
Deaths,Madagascar,Both,All ages,All causes,Rate,2019,615.0572098806376,737.7914726709897,506.86583239559883
Deaths,Nauru,Both,All ages,All causes,Rate,2019,632.5364968160677,748.8059676537957,535.5937775404245
Deaths,Jamaica,Both,All ages,All causes,Rate,2019,699.3742099010675,840.7431022983379,580.002604092448
Deaths,Lao People's Democratic Republic,Both,All ages,All causes,Rate,2019,621.0574134027485,740.3624541221285,511.1250041066923
Deaths,Sao Tome and Principe,Both,All ages,All causes,Rate,2019,492.14213540625707,568.941682631207,412.82725965213274
Deaths,Qatar,Both,All ages,All causes,Rate,2019,154.35175215913895,193.18907492776458,122.4756451312308
Deaths,Malta,Both,All ages,All causes,Rate,2019,860.6760173456214,934.1579409485937,792.3093946198686
Deaths,Kiribati,Both,All ages,All causes,Rate,2019,970.3392266876392,1160.170419093126,802.5219516579036
Deaths,Monaco,Both,All ages,All causes,Rate,2019,1394.0853040765771,1548.0011138570947,1186.1785560900073
Deaths,Micronesia (Federated States of),Both,All ages,All causes,Rate,2019,919.7959380071304,1110.4359567134209,754.4176422708475
Deaths,Trinidad and Tobago,Both,All ages,All causes,Rate,2019,847.9580938661001,1077.6727999163725,660.7243360996321
Deaths,Italy,Both,All ages,All causes,Rate,2019,1065.0105859708437,1074.0319364506774,1055.8404668360845
Deaths,Uzbekistan,Both,All ages,All causes,Rate,2019,604.5617893443638,698.9440780712977,521.6926698172603
Deaths,Tajikistan,Both,All ages,All causes,Rate,2019,513.0718834090309,610.0202879546646,434.6494758431018
Deaths,Niger,Both,All ages,All causes,Rate,2019,869.7929411393019,1070.3978727231895,713.1784625176903
Deaths,Mauritius,Both,All ages,All causes,Rate,2019,839.1693304915761,1003.1439368209228,700.5043815312232
Deaths,Albania,Both,All ages,All causes,Rate,2019,833.3671954970747,1041.749120282406,659.1218324996709
Deaths,Norway,Both,All ages,All causes,Rate,2019,773.7345930987688,786.1329815200629,761.8281317939593
Deaths,United States of America,Both,All ages,All causes,Rate,2019,898.3679386456798,905.1905038474589,891.6203677086402
Deaths,Slovenia,Both,All ages,All causes,Rate,2019,1003.3982692721768,1246.6232982347676,817.2765493801727
Deaths,Zimbabwe,Both,All ages,All causes,Rate,2019,842.8746297423456,979.8696780965512,730.9070604559199
Deaths,Angola,Both,All ages,All causes,Rate,2019,613.6127729358607,727.0653605468651,511.0649511816114
Deaths,Indonesia,Both,All ages,All causes,Rate,2019,657.4640735393938,727.2509667469659,570.4955784876282
Deaths,Austria,Both,All ages,All causes,Rate,2019,925.1714097463041,940.5931725258985,910.6906596586235
Deaths,Cameroon,Both,All ages,All causes,Rate,2019,712.2265638991856,850.2627528312518,594.5322387755683
Deaths,Palestine,Both,All ages,All causes,Rate,2019,335.07036810076255,374.64747104776865,299.09823170291656
Deaths,Rwanda,Both,All ages,All causes,Rate,2019,540.4368321497433,626.6474434496666,470.77262990766536
Deaths,Latvia,Both,All ages,All causes,Rate,2019,1431.98679165188,1664.679030839111,1255.1949900772113
Deaths,Cyprus,Both,All ages,All causes,Rate,2019,662.9311723961539,720.1803742769348,611.6458948787457
Deaths,Togo,Both,All ages,All causes,Rate,2019,676.0717849312135,794.9591364088932,576.058280153334
Deaths,Syrian Arab Republic,Both,All ages,All causes,Rate,2019,582.5930421233064,733.1356517759435,467.85642192032117
Deaths,Sierra Leone,Both,All ages,All causes,Rate,2019,846.3004905013565,1020.9746567672865,702.3772058084916
Deaths,Cuba,Both,All ages,All causes,Rate,2019,933.0822551313519,1095.3792964080105,789.294163231405
Deaths,Palau,Both,All ages,All causes,Rate,2019,1159.012280039343,1426.629838682496,935.5206875006402
Deaths,Oman,Both,All ages,All causes,Rate,2019,269.94331756854456,292.20496446947095,249.11757704634448
Deaths,Samoa,Both,All ages,All causes,Rate,2019,646.8583011924615,786.6641892782783,538.6281175911015
Deaths,Congo,Both,All ages,All causes,Rate,2019,678.1975429236821,816.3124750792632,568.8701487886715
Deaths,Tunisia,Both,All ages,All causes,Rate,2019,584.3469192785902,738.2394021765565,458.5628484018514
Deaths,Equatorial Guinea,Both,All ages,All causes,Rate,2019,536.5617881042366,691.0337020160407,410.4636452725573
Deaths,Portugal,Both,All ages,All causes,Rate,2019,1092.7055051556385,1116.6404083395664,1070.2841262420936
Deaths,Cambodia,Both,All ages,All causes,Rate,2019,667.6503582110993,759.5890370709602,561.612682016827
Deaths,Maldives,Both,All ages,All causes,Rate,2019,301.31664644399933,343.91048884718754,263.03852499663753
Deaths,Luxembourg,Both,All ages,All causes,Rate,2019,670.477316204835,740.5533972707307,611.9513628142385
Deaths,Sweden,Both,All ages,All causes,Rate,2019,917.5910795629063,929.0066741486171,907.2106639061533
Deaths,Ecuador,Both,All ages,All causes,Rate,2019,526.0927818068869,645.2971541981592,435.60788263287026
Deaths,Somalia,Both,All ages,All causes,Rate,2019,905.6181610533755,1159.0829266294054,723.0040731114991
Deaths,Nigeria,Both,All ages,All causes,Rate,2019,741.6218003233004,852.241710410795,647.6966887663298
Deaths,Niue,Both,All ages,All causes,Rate,2019,1192.1322191815818,1391.861825076253,1019.3863269056353
Deaths,Marshall Islands,Both,All ages,All causes,Rate,2019,743.0957693869371,928.371009071665,597.9050007017672
Deaths,Chad,Both,All ages,All causes,Rate,2019,955.2437859843674,1110.3286855595677,832.0968272236656
Deaths,Northern Mariana Islands,Both,All ages,All causes,Rate,2019,824.7420557627437,938.1060599388492,712.628246300139
Deaths,Egypt,Both,All ages,All causes,Rate,2019,566.8298924994946,704.3314511718296,452.25676722524383
Deaths,Mozambique,Both,All ages,All causes,Rate,2019,896.7212867382428,1041.8378242233039,773.0877113245903
Deaths,Benin,Both,All ages,All causes,Rate,2019,734.778680169395,911.0971348938639,598.6606484525136
Deaths,Bahrain,Both,All ages,All causes,Rate,2019,295.6881663991077,352.64224599004683,246.26201694752208
Deaths,Côte d'Ivoire,Both,All ages,All causes,Rate,2019,697.0657483887369,803.3496070055223,606.0569890404842
Deaths,United Republic of Tanzania,Both,All ages,All causes,Rate,2019,624.5598185318555,719.6568388639084,550.2910915498811
Deaths,Burkina Faso,Both,All ages,All causes,Rate,2019,889.3691561272857,1037.997537370989,777.7875522085365
Deaths,Republic of Moldova,Both,All ages,All causes,Rate,2019,1111.599213922559,1230.946968023702,1002.5634041562721
Deaths,Estonia,Both,All ages,All causes,Rate,2019,1210.693380256574,1454.4771338731045,995.7564402015215
Deaths,Netherlands,Both,All ages,All causes,Rate,2019,915.1376545852876,936.4366191978658,895.2965258333111
Deaths,Paraguay,Both,All ages,All causes,Rate,2019,493.0566608236723,616.3783752599426,391.4448680559399
Deaths,Papua New Guinea,Both,All ages,All causes,Rate,2019,707.2844235061835,884.7826361542278,565.5669768541017
Deaths,Barbados,Both,All ages,All causes,Rate,2019,1038.7889592161134,1188.556793662629,894.0738482553754
Deaths,Democratic Republic of the Congo,Both,All ages,All causes,Rate,2019,643.4216919299489,751.2560911710003,547.2364751649588
Deaths,Russian Federation,Both,All ages,All causes,Rate,2019,1218.864244651332,1361.7672238813855,1092.7227828729933
Deaths,Suriname,Both,All ages,All causes,Rate,2019,758.9300259160705,884.1388889477945,651.3436987687197
Deaths,United States Virgin Islands,Both,All ages,All causes,Rate,2019,1229.9971995899582,1347.1675248976023,1093.4062037419858
Deaths,Belgium,Both,All ages,All causes,Rate,2019,998.9656052206473,1019.1712936972574,980.0405957604111
Deaths,United Arab Emirates,Both,All ages,All causes,Rate,2019,315.01789292973524,404.11884414497496,243.2212961126199
Deaths,Senegal,Both,All ages,All causes,Rate,2019,594.0808793844111,687.553919338908,521.896209627556
Deaths,Croatia,Both,All ages,All causes,Rate,2019,1231.4636042369425,1483.3657932763756,1016.7028827265624
Deaths,Colombia,Both,All ages,All causes,Rate,2019,516.3169258678101,640.5975956546821,414.27453436116605
Deaths,Belarus,Both,All ages,All causes,Rate,2019,1281.755345244548,1584.2685108617152,1049.1106895308344
Deaths,Vanuatu,Both,All ages,All causes,Rate,2019,759.2926140109928,951.0642020340986,621.7743297781925
Deaths,Antigua and Barbuda,Both,All ages,All causes,Rate,2019,689.1871677058125,773.5658731574771,612.5224165671359
Deaths,Gabon,Both,All ages,All causes,Rate,2019,672.3802747341309,779.5431354485527,564.86971689375
Deaths,Cabo Verde,Both,All ages,All causes,Rate,2019,621.1465935165406,682.5108167383389,564.8367044277597
Deaths,Peru,Both,All ages,All causes,Rate,2019,448.3917037021153,572.0132974296868,349.0226630411868
Deaths,Denmark,Both,All ages,All causes,Rate,2019,954.2703934229494,980.3847376297293,929.8504380142355
Deaths,Algeria,Both,All ages,All causes,Rate,2019,480.5830587860344,559.577335109708,411.5858394412873
Deaths,South Sudan,Both,All ages,All causes,Rate,2019,783.5762859027919,942.3468957888318,656.9065925478834
Deaths,Spain,Both,All ages,All causes,Rate,2019,931.2590498107511,947.1887139522004,916.3262565681134
Deaths,Seychelles,Both,All ages,All causes,Rate,2019,780.4980112611477,852.3351808234494,715.5033998854819
Deaths,Malaysia,Both,All ages,All causes,Rate,2019,561.8782901884883,679.442613004033,463.1484004761188
Deaths,Bulgaria,Both,All ages,All causes,Rate,2019,1791.3857739984544,2138.7746969363716,1492.1957318592022
Deaths,Saudi Arabia,Both,All ages,All causes,Rate,2019,359.6421236014576,437.1430166963856,294.66971382446354
Deaths,Bosnia and Herzegovina,Both,All ages,All causes,Rate,2019,1134.0675818237494,1372.9194079174597,931.0816253207353
Deaths,Puerto Rico,Both,All ages,All causes,Rate,2019,934.4489677791526,1143.2651089692833,760.9055777549833
Deaths,Tonga,Both,All ages,All causes,Rate,2019,642.8602736018112,767.2947089585178,537.8974585334745
Deaths,Solomon Islands,Both,All ages,All causes,Rate,2019,948.8205260932552,1125.1366927569707,797.98807362946
Deaths,Bolivia (Plurinational State of),Both,All ages,All causes,Rate,2019,631.9646946579314,738.8808213832185,528.5101191832526
Deaths,Gambia,Both,All ages,All causes,Rate,2019,601.3296213095003,693.7547760616652,525.792181299984
Deaths,Lithuania,Both,All ages,All causes,Rate,2019,1377.8942426862598,1604.4399809660758,1174.6718548477768
Deaths,Belize,Both,All ages,All causes,Rate,2019,485.28495233700403,543.6189487388787,433.1288274566656
Deaths,Yemen,Both,All ages,All causes,Rate,2019,554.0504218894595,666.3890873856923,469.7149437300408
Deaths,Uganda,Both,All ages,All causes,Rate,2019,590.4940591572388,680.2798767843277,516.9489297266034
Deaths,Turkey,Both,All ages,All causes,Rate,2019,558.9279390498407,659.5770149788458,469.64730704970975
